source_dataset,clip_id,audioset_segment_sec,original_category,danger_label,esc50_fold,caption
ESC-50,3-156393-A-35.wav,,washing_machine,0,3,a machine is running at a constant speed and volume
ESC-50,3-156558-A-21.wav,,sneezing,1,3,a man coughs five times and then sneezes twice
ESC-50,3-156581-A-14.wav,,chirping_birds,0,3,birds are chirping in the background and a bird is singing
ESC-50,3-156581-B-14.wav,,chirping_birds,0,3,birds are chirping in the background and a bird is singing
ESC-50,3-156907-A-15.wav,,water_drops,0,3,someone is tapping their fingers on a table with a gradual increase in pitch
ESC-50,3-157149-A-10.wav,,rain,0,3,rain is pouring down on the roof of a house
ESC-50,3-157187-A-12.wav,,crackling_fire,0,3,a fire is burning and crackling as it burns
ESC-50,3-157487-A-10.wav,,rain,0,3,rain is falling down onto a roof and a car passes by
ESC-50,3-157492-A-45.wav,,train,0,3,a subway train is passing by on a railroad track
ESC-50,3-157615-A-10.wav,,rain,0,3,a heavy rain is falling down on a roof
ESC-50,3-157695-A-0.wav,,dog,1,3,a dog is barking and growling at a steady pace
ESC-50,3-158056-A-31.wav,,mouse_click,0,3,a person is typing on a computer keyboard repeatedly
ESC-50,3-158056-B-31.wav,,mouse_click,0,3,a person is tapping on a piece of wood
ESC-50,3-158476-A-12.wav,,crackling_fire,0,3,a fire is crackling and popping as it burns
ESC-50,3-159346-A-36.wav,,vacuum_cleaner,0,3,a machine is running at a constant speed and volume
ESC-50,3-159346-B-36.wav,,vacuum_cleaner,0,3,an electric saw is being used to cut something
ESC-50,3-159347-A-36.wav,,vacuum_cleaner,0,3,a vacuum cleaner is being used to cut a piece of machinery
ESC-50,3-159347-B-36.wav,,vacuum_cleaner,0,3,a vacuum cleaner is turned on and then it starts up and begins to run
ESC-50,3-159348-A-36.wav,,vacuum_cleaner,0,3,a vacuum cleaner is being used in the background
ESC-50,3-159445-A-45.wav,,train,0,3,a subway train is passing by on a railroad track
ESC-50,3-159445-B-45.wav,,train,0,3,a train is passing by on the tracks and the wheels are squealing
ESC-50,3-160119-A-15.wav,,water_drops,0,3,water is dripping into a basin and down a drain
ESC-50,3-160993-A-3.wav,,cow,0,3,several cows are mooing in the distance
ESC-50,3-161010-A-43.wav,,car_horn,1,3,a car horn honks while cars drive by in the distance
ESC-50,3-161500-A-17.wav,,pouring_water,0,3,water is pouring from a faucet into a container
ESC-50,3-162786-A-13.wav,,crickets,0,3,crickets are chirping and a cricket is singing in the background
ESC-50,3-163288-A-1.wav,,rooster,0,3,a chicken is clucking and flapping its wings
ESC-50,3-163459-A-0.wav,,dog,1,3,a dog is barking loudly and sporadically
ESC-50,3-163607-A-13.wav,,crickets,0,3,the wind is blowing and the birds are chirping in the background
ESC-50,3-163607-B-13.wav,,crickets,0,3,the wind is blowing and a bird is chirping in the background
ESC-50,3-163727-A-3.wav,,cow,0,3,several cows are mooing and a cow moos in the background
ESC-50,3-164120-A-11.wav,,sea_waves,0,3,waves are crashing against the shore and the ocean wave breaks
ESC-50,3-164216-A-6.wav,,hen,0,3,a chicken is clucking and flapping its wings
ESC-50,3-164216-B-6.wav,,hen,0,3,a chicken is clucking and flapping its wings
ESC-50,3-164216-C-6.wav,,hen,0,3,a chicken is clucking and flapping its wings
ESC-50,3-164592-A-15.wav,,water_drops,0,3,someone is blowing bubbles into a container of water
ESC-50,3-164593-A-15.wav,,water_drops,0,3,a person is using a faucet to wash their hands
ESC-50,3-164594-A-15.wav,,water_drops,0,3,a person is splashing water into a container of liquid
ESC-50,3-164595-A-15.wav,,water_drops,0,3,a person is splashing around in water with their mouth open
ESC-50,3-164630-A-11.wav,,sea_waves,0,3,water is flowing in a stream and splashing against rocks
ESC-50,3-164688-A-38.wav,,clock_tick,0,3,a ticking clock ticks as the second hand of a pendulum is clicking
ESC-50,3-165856-A-41.wav,,chainsaw,1,3,a chainsaw is cutting through a piece of wood
ESC-50,3-166125-A-23.wav,,breathing,0,3,a person is breathing heavily in their nose at a consistent rate
ESC-50,3-166125-B-23.wav,,breathing,0,3,a person is breathing heavily in their nose at a consistent rate
ESC-50,3-166324-A-15.wav,,water_drops,0,3,someone is tapping on a metal object with a stick
ESC-50,3-166326-A-15.wav,,water_drops,0,3,water drips into a metal container and a popping sound echoes in the background
ESC-50,3-166422-A-11.wav,,sea_waves,0,3,waves crash against the shore and the ocean tide splashes
ESC-50,3-166546-A-34.wav,,can_opening,0,3,a person is using a shovel to dig up and down
ESC-50,3-166546-B-34.wav,,can_opening,0,3,a person is using a knife to dig up and down
ESC-50,3-167096-A-31.wav,,mouse_click,0,3,a person is typing on a computer keyboard and making clicking noises in the background
ESC-50,3-169907-A-29.wav,,drinking_sipping,0,3,a person is eating crunchy food and chewing chips
ESC-50,3-170002-A-34.wav,,can_opening,0,3,someone is opening and closing a knife with a scraper
ESC-50,3-170015-A-0.wav,,dog,1,3,a dog is barking and a woman is speaking
ESC-50,3-170312-A-31.wav,,mouse_click,0,3,a person is using a wrench on a piece of paper
ESC-50,3-170377-A-38.wav,,clock_tick,0,3,a clock is ticking very loudly and consistently
ESC-50,3-170383-A-38.wav,,clock_tick,0,3,a clock is ticking and a pendulum ticks
ESC-50,3-170574-A-30.wav,,door_wood_knock,0,3,someone is knocking on a door five times at different speeds
ESC-50,3-170851-A-31.wav,,mouse_click,0,3,a person is tapping on a keyboard that is popping in the background
ESC-50,3-171012-A-38.wav,,clock_tick,0,3,a clock is ticking very slowly and steadily
ESC-50,3-171041-A-38.wav,,clock_tick,0,3,a clock is ticking very loud and steady
ESC-50,3-171281-A-6.wav,,hen,0,3,a chicken is clucking while other birds are chirping in the background
ESC-50,3-171937-A-34.wav,,can_opening,0,3,a lighter is being used to cut something
ESC-50,3-172179-A-31.wav,,mouse_click,0,3,a person is tapping on a wooden surface with a rhythmic clacking
ESC-50,3-172881-A-48.wav,,fireworks,0,3,fireworks are exploding in the sky and the firecrackers are going off in the distance
ESC-50,3-172922-A-48.wav,,fireworks,0,3,fireworks are going off in the distance
ESC-50,3-174840-A-43.wav,,car_horn,1,3,a car alarm goes off while a man is speaking
ESC-50,3-174866-A-29.wav,,drinking_sipping,0,3,a person is walking on a hard surface
ESC-50,3-177082-A-22.wav,,clapping,0,3,a crowd of people are clapping and applauding
ESC-50,3-177083-A-22.wav,,clapping,0,3,a large group of people are clapping and applauding
ESC-50,3-178096-A-6.wav,,hen,0,3,a chicken is clucking and a rooster is crowing
ESC-50,3-180147-A-30.wav,,door_wood_knock,0,3,a person is knocking on a door five times
ESC-50,3-180256-A-0.wav,,dog,1,3,a dog is barking loudly and sporadically
ESC-50,3-180977-A-0.wav,,dog,1,3,a dog is barking and growling at a medium pitch
ESC-50,3-181132-A-14.wav,,chirping_birds,0,3,birds are chirping and singing in the background
ESC-50,3-181278-A-22.wav,,clapping,0,3,a crowd of people are clapping and cheering
ESC-50,3-182023-A-30.wav,,door_wood_knock,0,3,someone is knocking on a door five times at a consistent rate
ESC-50,3-182025-A-30.wav,,door_wood_knock,0,3,a person is knocking on a door five times
ESC-50,3-182710-A-35.wav,,washing_machine,0,3,a washing machine is running in a factory
ESC-50,3-182710-B-35.wav,,washing_machine,0,3,a machine is running and then stops and then starts again
ESC-50,3-185313-A-31.wav,,mouse_click,0,3,a person is typing on a keyboard and writing on a piece of paper
ESC-50,3-185456-A-29.wav,,drinking_sipping,0,3,a person is drinking water from a bottle and breathing in the background
ESC-50,3-187549-A-6.wav,,hen,0,3,a chicken is clucking while birds are chirping in the background
ESC-50,3-187549-B-6.wav,,hen,0,3,a chicken is clucking and flapping its wings
ESC-50,3-187710-A-11.wav,,sea_waves,0,3,waves are crashing against the shore and the wind is blowing
ESC-50,3-188390-A-6.wav,,hen,0,3,a chicken is clucking while birds are chirping in the background
ESC-50,3-188726-A-35.wav,,washing_machine,0,3,a motor is running and a motorcycle engine is idling
ESC-50,3-193767-A-47.wav,,airplane,0,3,an airplane is flying overhead and getting ready to take off
ESC-50,3-197408-A-8.wav,,sheep,0,3,a sheep bleats loudly in the background
ESC-50,3-197408-B-8.wav,,sheep,0,3,a sheep bleats loudly in the background
ESC-50,3-197408-C-8.wav,,sheep,0,3,a sheep bleats loudly in the background as a goat baas in the foreground
ESC-50,3-197435-A-22.wav,,clapping,0,3,a person is clapping their hands together in a steady rhythm
ESC-50,3-197435-B-22.wav,,clapping,0,3,the clapping of a clap of the hands of a person
ESC-50,3-203371-A-39.wav,,glass_breaking,1,3,a person is breaking a glass bottle and hitting the ground
ESC-50,3-203373-A-39.wav,,glass_breaking,1,3,glass is broken by a person breaking and smashing a rocky surface
ESC-50,3-203374-A-39.wav,,glass_breaking,1,3,glass is broken by a person breaking a metal object
ESC-50,3-203375-A-39.wav,,glass_breaking,1,3,a glass bottle is thrown into a pile of metal
ESC-50,3-203377-A-39.wav,,glass_breaking,1,3,glass is broken by a person breaking and hitting the ground
ESC-50,3-20861-A-8.wav,,sheep,0,3,a large group of people are making noises in the background
ESC-50,3-208820-A-49.wav,,hand_saw,0,3,a metal object is being dragged across a hard surface
ESC-50,3-216280-A-39.wav,,glass_breaking,1,3,glass is broken by a few times and then a metal object is dropped onto another hard surface
ESC-50,3-216281-A-39.wav,,glass_breaking,1,3,glass is broken by a person breaking and hitting the ground repeatedly
ESC-50,3-216284-A-39.wav,,glass_breaking,1,3,glass is broken by a person breaking and hitting the ground repeatedly
ESC-50,3-233151-A-2.wav,,pig,0,3,a horse is snorting as it is neighing loudly
ESC-50,3-243726-A-43.wav,,car_horn,1,3,a train horn blows and a car honks its whistle
ESC-50,3-246513-A-16.wav,,wind,0,3,wind is blowing at a steady pace in the background
ESC-50,3-246513-B-16.wav,,wind,0,3,the wind is blowing and the rain is hitting the ground
ESC-50,3-249913-A-25.wav,,footsteps,0,3,a person is walking on a hard surface while birds are chirping in the background
ESC-50,3-251617-A-48.wav,,fireworks,0,3,a gun is fired in the distance and then a second shot occurs
ESC-50,3-253081-A-2.wav,,pig,0,3,a pig oinking in the background as a man is speaking
ESC-50,3-253084-A-2.wav,,pig,0,3,a pig is oinking in the background
ESC-50,3-253084-B-2.wav,,pig,0,3,a pig oinking in the background as it is snorting
ESC-50,3-253084-C-2.wav,,pig,0,3,a pig oinking in the background as it is snorting
ESC-50,3-253084-D-2.wav,,pig,0,3,a pig is oinking in the background
ESC-50,3-253084-E-2.wav,,pig,0,3,a pig is oinking in the background
ESC-50,3-257858-A-2.wav,,pig,0,3,a pig is oinking in the background
ESC-50,3-259622-A-44.wav,,engine,0,3,an engine is idling and then it starts to idle
ESC-50,3-51376-A-42.wav,,siren,1,3,a civil defense siren is blaring with a high pitch
ESC-50,3-51731-A-42.wav,,siren,1,3,a siren is blaring and a police car passes by
ESC-50,3-51731-B-42.wav,,siren,1,3,a police siren is blaring and a vehicle is passing by
ESC-50,3-51909-A-42.wav,,siren,1,3,a civil defense siren is blaring and getting louder
ESC-50,3-51909-B-42.wav,,siren,1,3,a civil defense siren is blaring and getting louder
ESC-50,3-58772-A-42.wav,,siren,1,3,a civil defense siren is going off and getting louder
ESC-50,3-62878-A-42.wav,,siren,1,3,a siren is blaring and a police car is passing by
ESC-50,3-62878-B-42.wav,,siren,1,3,a police car siren is blaring and it gets louder as it passes
ESC-50,3-65748-A-12.wav,,crackling_fire,0,3,a fire is crackling and popping as it burns
ESC-50,3-68630-A-40.wav,,helicopter,0,3,an airplane is flying overhead and a helicopter is in the background
ESC-50,3-68630-B-40.wav,,helicopter,0,3,an airplane is flying overhead and a helicopter is in the distance
ESC-50,3-68630-C-40.wav,,helicopter,0,3,an airplane is flying overhead and getting ready to take off
ESC-50,3-70962-A-4.wav,,frog,0,3,a frog is croaking with other birds chirping in the background
ESC-50,3-70962-B-4.wav,,frog,0,3,a bird is chirping and a frog is croaking in the background
ESC-50,3-70962-C-4.wav,,frog,0,3,frogs are croaking and crickets are chirping in the background
ESC-50,3-71964-A-4.wav,,frog,0,3,frogs are croaking in the background and a frog croaks
ESC-50,3-71964-B-4.wav,,frog,0,3,frogs are croaking in the background and a frog is quacking
ESC-50,3-71964-C-4.wav,,frog,0,3,frogs are croaking in the background and a frog is quacking
ESC-50,3-83527-A-4.wav,,frog,0,3,frogs are croaking and crickets are chirping in the night
ESC-50,3-87936-A-46.wav,,church_bells,0,3,church bells are ringing loudly in a large room
ESC-50,3-87936-B-46.wav,,church_bells,0,3,church bells are ringing in the tower
ESC-50,3-92637-A-18.wav,,toilet_flush,0,3,a toilet is flushed and the water is flushing
ESC-50,3-93010-A-18.wav,,toilet_flush,0,3,a toilet is flushed and water is running
ESC-50,3-94342-A-25.wav,,footsteps,0,3,a person is walking through leaves through a wooded area
ESC-50,3-94343-A-25.wav,,footsteps,0,3,a person is walking on a gravel path at a steady pace
ESC-50,3-94344-A-25.wav,,footsteps,0,3,a person is walking through the snow and leaves
ESC-50,3-94355-A-33.wav,,door_wood_creaks,0,3,a creaky door is creaking as it is opened and closed
ESC-50,3-95694-A-5.wav,,cat,0,3,a cat is meowing and crying at a steady pace
ESC-50,3-95695-A-5.wav,,cat,0,3,a cat meowing and crying at a steady pace
ESC-50,3-95695-B-5.wav,,cat,0,3,a cat is meowing and crying at a steady pace
ESC-50,3-95697-A-5.wav,,cat,0,3,a cat is meowing and crying at a steady pace
ESC-50,3-95698-A-5.wav,,cat,0,3,a cat is meowing and crying at the same time
ESC-50,3-96606-A-49.wav,,hand_saw,0,3,a person is sawing wood with a saw
ESC-50,3-96606-B-49.wav,,hand_saw,0,3,a person is using a saw with a piece of wood
ESC-50,3-97909-A-49.wav,,hand_saw,0,3,a person is sawing wood with a saw
ESC-50,3-97909-B-49.wav,,hand_saw,0,3,a person is sawing a piece of wood
ESC-50,3-98193-A-46.wav,,church_bells,0,3,church bells are ringing loudly in the tower
ESC-50,3-98771-A-18.wav,,toilet_flush,0,3,a toilet is flushed and the water is running
ESC-50,3-98869-A-46.wav,,church_bells,0,3,church bells are ringing loudly in the tower
ESC-50,4-102844-A-49.wav,,hand_saw,0,4,a person is sawing wood with a saw
ESC-50,4-102844-B-49.wav,,hand_saw,0,4,a person is sawing wood with a saw
ESC-50,4-102844-C-49.wav,,hand_saw,0,4,a person is sawing wood with a saw
ESC-50,4-102871-A-42.wav,,siren,1,4,a siren is blaring and a vehicle is passing by
ESC-50,4-107117-A-33.wav,,door_wood_creaks,0,4,a creaky door is creaking loudly and slowly creaks
ESC-50,4-107120-A-33.wav,,door_wood_creaks,0,4,a creaky door is being opened and closed repeatedly
ESC-50,4-107122-A-33.wav,,door_wood_creaks,0,4,a creaky door is being opened and closed repeatedly
ESC-50,4-108352-A-33.wav,,door_wood_creaks,0,4,a squeaky door is being opened and closed repeatedly
ESC-50,4-111671-A-42.wav,,siren,1,4,a siren is blaring and a police car is driving by
ESC-50,4-111671-B-42.wav,,siren,1,4,a police car siren is blaring and it gets closer and louder
ESC-50,4-117627-A-25.wav,,footsteps,0,4,a person is walking on a gravel path
ESC-50,4-117630-A-25.wav,,footsteps,0,4,a person is walking on a gravel path in the snow
ESC-50,4-119647-A-48.wav,,fireworks,0,4,fireworks are going off in the distance
ESC-50,4-119647-B-48.wav,,fireworks,0,4,fireworks are exploding in the distance and then a match is lit
ESC-50,4-119647-C-48.wav,,fireworks,0,4,fireworks are going off in the distance at night
ESC-50,4-119647-D-48.wav,,fireworks,0,4,fireworks are going off in the distance
ESC-50,4-119648-A-48.wav,,fireworks,0,4,fireworks are exploding in the distance in the sky
ESC-50,4-119648-B-48.wav,,fireworks,0,4,fireworks are exploding in the distance in the sky
ESC-50,4-119648-C-48.wav,,fireworks,0,4,fireworks are going off in the distance
ESC-50,4-119648-D-48.wav,,fireworks,0,4,fireworks are going off in the distance
ESC-50,4-119720-A-18.wav,,toilet_flush,0,4,a toilet is flushed and the water is flushing
ESC-50,4-120160-A-5.wav,,cat,0,4,a cat is meowing and making noises in the background
ESC-50,4-121532-A-42.wav,,siren,1,4,a civil defense siren is going off and getting higher in pitch
ESC-50,4-123680-A-18.wav,,toilet_flush,0,4,a toilet is flushed and water is flushing
ESC-50,4-125070-A-19.wav,,thunderstorm,0,4,thunder claps in the distance as rain falls
ESC-50,4-125071-A-19.wav,,thunderstorm,0,4,thunder rolls in the distance and then fades away
ESC-50,4-125072-A-19.wav,,thunderstorm,0,4,thunder claps in the distance and then fades away
ESC-50,4-125072-B-19.wav,,thunderstorm,0,4,thunder rolls in the distance as rain pours down
ESC-50,4-125825-A-46.wav,,church_bells,0,4,church bells are ringing loudly in a melody
ESC-50,4-125825-B-46.wav,,church_bells,0,4,church bells are ringing loudly and consistently but at a steady rate
ESC-50,4-125929-A-40.wav,,helicopter,0,4,a helicopter is flying overhead while a propeller is in the background
ESC-50,4-126046-A-18.wav,,toilet_flush,0,4,a toilet is flushed and then the water is poured into a container
ESC-50,4-126532-A-18.wav,,toilet_flush,0,4,a toilet flushes and water drains and then it is flushed
ESC-50,4-128659-A-33.wav,,door_wood_creaks,0,4,a creaky rocking chair is creaking back and forth
ESC-50,4-130584-A-4.wav,,frog,0,4,a group of frogs are croaking with each other
ESC-50,4-130891-A-7.wav,,insects,0,4,a bee is buzzing loudly and then stops for a long time
ESC-50,4-132383-A-2.wav,,pig,0,4,a pig is oinking while a man is speaking in the background
ESC-50,4-132383-B-2.wav,,pig,0,4,a pig is oinking in the background as it is snorting
ESC-50,4-132803-A-26.wav,,laughing,0,4,a baby is laughing and cooing while another person is coughing in the background
ESC-50,4-132810-A-26.wav,,laughing,0,4,a baby is laughing and making noise with their mouth open
ESC-50,4-132816-A-26.wav,,laughing,0,4,a baby is crying and laughing and screaming
ESC-50,4-132839-A-33.wav,,door_wood_creaks,0,4,a creaky door is creaking as it is being opened and closed
ESC-50,4-133047-A-5.wav,,cat,0,4,a cat is meowing and purring at a steady pace
ESC-50,4-133047-B-5.wav,,cat,0,4,a cat is meowing and crying at the same time
ESC-50,4-133047-C-5.wav,,cat,0,4,a cat is meowing and crying at a steady pace
ESC-50,4-133674-A-26.wav,,laughing,0,4,a person is laughing and making a loud roaring sound
ESC-50,4-133895-A-7.wav,,insects,0,4,a person is using a shovel to write on a piece of paper
ESC-50,4-135439-A-18.wav,,toilet_flush,0,4,a toilet is flushed two times and then the water is turned off
ESC-50,4-136381-A-9.wav,,crow,0,4,a crow caws in the background as a bird squawks continuously
ESC-50,4-138344-A-9.wav,,crow,0,4,birds are chirping and cawing in the background
ESC-50,4-140034-A-46.wav,,church_bells,0,4,church bells are ringing loudly in the tower
ESC-50,4-141365-A-18.wav,,toilet_flush,0,4,a toilet is flushed and the water is running
ESC-50,4-143118-A-7.wav,,insects,0,4,a bee is buzzing around and a person is walking on a hard surface
ESC-50,4-143118-B-7.wav,,insects,0,4,a buzzing sound is followed by a loud buzz and a few people talking in the background
ESC-50,4-144083-A-16.wav,,wind,0,4,the wind is blowing and cars are passing by in the distance
ESC-50,4-144083-B-16.wav,,wind,0,4,wind is blowing and birds are chirping in the background
ESC-50,4-144083-C-16.wav,,wind,0,4,the wind is blowing very strong and howling in the trees
ESC-50,4-144085-A-16.wav,,wind,0,4,a siren is blaring in the distance and then it speeds up
ESC-50,4-144468-A-27.wav,,brushing_teeth,0,4,someone is brushing their teeth with a toothbrush
ESC-50,4-144468-B-27.wav,,brushing_teeth,0,4,a person is brushing their teeth with their mouth
ESC-50,4-145006-A-18.wav,,toilet_flush,0,4,a toilet is flushed and water is running
ESC-50,4-145081-A-9.wav,,crow,0,4,a bird is squawking loudly and another crow caws in the background
ESC-50,4-146200-A-36.wav,,vacuum_cleaner,0,4,a machine is running at a constant speed and volume
ESC-50,4-147240-A-2.wav,,pig,0,4,a pig is oinking in the background
ESC-50,4-147240-B-2.wav,,pig,0,4,a pig oinking in the background while a man is speaking in the foreground
ESC-50,4-147657-A-46.wav,,church_bells,0,4,church bells ring in the distance as cars drive by
ESC-50,4-147658-A-46.wav,,church_bells,0,4,church bells are ringing loudly in a large room
ESC-50,4-149294-A-41.wav,,chainsaw,1,4,a chainsaw is cutting through a piece of wood
ESC-50,4-149294-B-41.wav,,chainsaw,1,4,a chainsaw is cutting through a piece of wood
ESC-50,4-149940-A-5.wav,,cat,0,4,a cat is meowing and crying at the same time
ESC-50,4-149940-B-5.wav,,cat,0,4,a cat is meowing and making noises in the background
ESC-50,4-150364-A-46.wav,,church_bells,0,4,church bells are ringing loudly in a tower
ESC-50,4-150364-B-46.wav,,church_bells,0,4,church bells are ringing loudly in a tower
ESC-50,4-151242-A-37.wav,,clock_alarm,0,4,an alarm clock is beeping and going off
ESC-50,4-152958-A-18.wav,,toilet_flush,0,4,a toilet is flushed and water is running
ESC-50,4-152995-A-24.wav,,coughing,1,4,a person coughs five times and then coughing again
ESC-50,4-154405-A-27.wav,,brushing_teeth,0,4,a person is brushing their teeth with their mouth
ESC-50,4-154405-B-27.wav,,brushing_teeth,0,4,someone is brushing their teeth with a toothbrush
ESC-50,4-154443-A-24.wav,,coughing,1,4,a person is coughing then burps again and again
ESC-50,4-154793-A-4.wav,,frog,0,4,frogs are croaking and crickets are chirping in the night
ESC-50,4-155650-A-24.wav,,coughing,1,4,a person coughs five times and then coughing again
ESC-50,4-155650-B-24.wav,,coughing,1,4,a person coughs five times then coughing then clearing their throat
ESC-50,4-155670-A-26.wav,,laughing,0,4,a group of people are laughing and talking in the background
ESC-50,4-156227-A-9.wav,,crow,0,4,a crow caws in the background while a bird chirps in the foreground
ESC-50,4-156827-A-46.wav,,church_bells,0,4,church bells are ringing in the tower
ESC-50,4-156843-A-21.wav,,sneezing,1,4,a person coughs five times and then burps again
ESC-50,4-156844-A-21.wav,,sneezing,1,4,a woman coughs sniffs repeatedly and then sneezes twice
ESC-50,4-156993-A-19.wav,,thunderstorm,0,4,thunder rumbles and rain falls as a thunderstorm roars in the background
ESC-50,4-157296-A-24.wav,,coughing,1,4,a person coughing and coughs as they laugh and cough
ESC-50,4-157297-A-21.wav,,sneezing,1,4,a man coughs five times and sneezes twice
ESC-50,4-157611-A-41.wav,,chainsaw,1,4,a motorcycle is revving up and down the road
ESC-50,4-157611-B-41.wav,,chainsaw,1,4,a motor is running at a constant speed and a motorcycle is revving up
ESC-50,4-158653-A-32.wav,,keyboard_typing,0,4,someone is typing on a keyboard and types on a typewriter
ESC-50,4-159426-A-9.wav,,crow,0,4,a crow caws in the background while a bird squawks continuously
ESC-50,4-159609-A-14.wav,,chirping_birds,0,4,birds are chirping and singing in the distance
ESC-50,4-159609-B-14.wav,,chirping_birds,0,4,birds are chirping and singing in the distance
ESC-50,4-160036-A-33.wav,,door_wood_creaks,0,4,a person is rocking back and forth in a large room
ESC-50,4-160036-B-33.wav,,door_wood_creaks,0,4,a creaky door is creaking as it is slowly opened and closed
ESC-50,4-160999-A-10.wav,,rain,0,4,rain is falling on a tin roof top of a house
ESC-50,4-161099-A-47.wav,,airplane,0,4,a plane is flying overhead while birds are chirping in the background
ESC-50,4-161099-B-47.wav,,airplane,0,4,an airplane is flying overhead with a plane propeller in the sky
ESC-50,4-161100-A-47.wav,,airplane,0,4,an airplane is flying overhead and getting ready to take off
ESC-50,4-161103-A-47.wav,,airplane,0,4,an airplane is flying overhead and getting ready to take off
ESC-50,4-161105-A-47.wav,,airplane,0,4,an airplane is flying overhead while a helicopter is in the background
ESC-50,4-161105-B-47.wav,,airplane,0,4,an airplane is flying overhead and getting ready to take off
ESC-50,4-161127-A-10.wav,,rain,0,4,a heavy rain is falling down on a roof
ESC-50,4-161303-A-5.wav,,cat,0,4,a cat meowing and crying at a steady pace
ESC-50,4-161303-B-5.wav,,cat,0,4,a cat is meowing and crying at a steady pace
ESC-50,4-161519-A-19.wav,,thunderstorm,0,4,thunder claps in the distance as birds chirp in the background
ESC-50,4-161579-A-40.wav,,helicopter,0,4,a helicopter flies overhead and then fades away
ESC-50,4-161579-B-40.wav,,helicopter,0,4,a helicopter is flying overhead and getting closer and farther away
ESC-50,4-163264-A-10.wav,,rain,0,4,rain is falling down on a roof and down a gutter
ESC-50,4-163606-A-16.wav,,wind,0,4,wind blows in the background as a strong breeze is blowing
ESC-50,4-163608-B-16.wav,,wind,0,4,the wind is blowing and waves are crashing on the shore
ESC-50,4-163609-A-16.wav,,wind,0,4,the wind is blowing very strong and gusts strongly
ESC-50,4-163609-B-16.wav,,wind,0,4,the wind is blowing very strong and gusts strongly
ESC-50,4-163697-A-13.wav,,crickets,0,4,a cricket is chirping and crickets are singing in the background
ESC-50,4-164021-A-1.wav,,rooster,0,4,a chicken is clucking and flapping its wings
ESC-50,4-164064-A-1.wav,,rooster,0,4,a chicken is clucking and flapping its wings
ESC-50,4-164064-B-1.wav,,rooster,0,4,a chicken is clucking and flapping its wings
ESC-50,4-164064-C-1.wav,,rooster,0,4,a chicken is clucking and flapping its wings
ESC-50,4-164206-A-10.wav,,rain,0,4,rain is pouring down on the roof of a house
ESC-50,4-164243-A-26.wav,,laughing,0,4,a group of people are laughing and talking and giggling
ESC-50,4-164661-A-12.wav,,crackling_fire,0,4,a fire is burning and crackling and popping as it burns
ESC-50,4-164661-B-12.wav,,crackling_fire,0,4,a fire is crackling and popping as it burns
ESC-50,4-164859-A-1.wav,,rooster,0,4,a chicken is clucking and flapping its wings
ESC-50,4-165606-A-45.wav,,train,0,4,a subway train is passing by on the tracks and people are talking
ESC-50,4-165791-A-45.wav,,train,0,4,a train is passing by on the tracks in the distance
ESC-50,4-165791-B-45.wav,,train,0,4,a train is passing by on a railroad track
ESC-50,4-165813-A-19.wav,,thunderstorm,0,4,thunder rumbles in the distance as rain pours down
ESC-50,4-165813-B-19.wav,,thunderstorm,0,4,thunder claps in the distance and then fades away
ESC-50,4-165823-A-41.wav,,chainsaw,1,4,a chainsaw is cutting through a piece of wood
ESC-50,4-165823-B-41.wav,,chainsaw,1,4,a chainsaw is revved up and then cuts through the grass
ESC-50,4-165845-A-45.wav,,train,0,4,a train is moving along a railroad track
ESC-50,4-165845-B-45.wav,,train,0,4,a train is moving along a track making a clacking sound
ESC-50,4-165933-A-45.wav,,train,0,4,a train is moving along a bumpy road
ESC-50,4-166661-A-10.wav,,rain,0,4,rain is falling down onto the roof of a house
ESC-50,4-167063-A-11.wav,,sea_waves,0,4,waves are crashing against the shore and the wind is blowing
ESC-50,4-167063-B-11.wav,,sea_waves,0,4,waves are crashing against the shore and splashing the ocean
ESC-50,4-167063-C-11.wav,,sea_waves,0,4,waves are crashing and splashing against the shore
ESC-50,4-167077-A-20.wav,,crying_baby,1,4,a baby is crying for a moment and over again
ESC-50,4-167077-B-20.wav,,crying_baby,1,4,a baby is crying and making infant noises
ESC-50,4-167077-C-20.wav,,crying_baby,1,4,a baby is crying and making infant noises
ESC-50,4-167155-A-32.wav,,keyboard_typing,0,4,someone is typing on a keyboard and types on a typewriter
ESC-50,4-167571-A-26.wav,,laughing,0,4,a person is laughing and making loud noises with their mouth
ESC-50,4-167642-A-21.wav,,sneezing,1,4,a person is sneezing twice and then coughs
ESC-50,4-168155-A-15.wav,,water_drops,0,4,water is dripping from a faucet into a tub
ESC-50,4-168446-A-45.wav,,train,0,4,a train is passing by on a railroad track
ESC-50,4-168868-A-17.wav,,pouring_water,0,4,water is being poured into a container filled with liquid
ESC-50,4-169127-A-41.wav,,chainsaw,1,4,a chainsaw is started up and then revved up again
ESC-50,4-169127-B-41.wav,,chainsaw,1,4,a chainsaw is cutting through a piece of wood
ESC-50,4-169508-A-37.wav,,clock_alarm,0,4,an alarm is ringing loudly and stops for a minute
ESC-50,4-169726-A-24.wav,,coughing,1,4,a person coughs five times and then burps again
ESC-50,4-170078-A-1.wav,,rooster,0,4,a chicken is clucking and flapping its wings
ESC-50,4-170247-A-12.wav,,crackling_fire,0,4,a fire is burning and crackling and popping as it burns
ESC-50,4-170247-B-12.wav,,crackling_fire,0,4,a fire is burning and crackling as it burns
